,control1_rna,control2_rna,control3_rna,het1_rna,het2_rna,het3_rna,homo1_rna,homo2_rna,homo3_rna
Krtap5-5,0,0,0,0,0,0,0,0,0
Krtap6-1,0,0,0,0,0,0,0,0,0
Krtap6-2,0,0,0,1,0,0,0,0,0
Krtap6-5,0,0,0,0,0,0,0,0,0
Krtap7-1,0,0,0,0,0,0,0,0,0
Krtap8-1,0,0,0,0,0,0,0,0,0
Krtap9-1,0,0,0,0,0,0,0,0,0
Krtap9-3,4,3,2,7,4,8,0,0,0
Krtap9-5,0,0,0,0,0,0,0,0,0
Krtcap2,2303,2457,2318,2622,2177,2742,1726,2253,2089
Krtcap3,14,6,3,25,21,13,4,12,4
Krtdap,0,0,1,0,0,2,0,0,1
Ksr1,638,645,563,596,566,457,314,302,336
Ksr2,6,11,6,7,7,7,2,6,12
Kti12,1518,1522,1486,1176,1005,1219,1486,1679,1525
Ktn1,5149,6218,4461,4957,5145,4297,4878,7297,4642
Kxd1,544,593,556,579,499,596,687,757,736
Ky,0,1,1,0,0,0,0,0,0
Kyat1,61,89,50,173,145,151,127,125,108
Kyat3,126,147,107,136,130,126,81,153,73
Kynu,0,0,0,0,1,0,1,1,0
L1cam,394,440,305,10,13,9,318,512,203
L1td1,0,0,1,1,1,0,0,0,1
L2hgdh,1473,1529,1296,604,558,586,872,1142,969
L3hypdh,38,44,49,95,101,67,186,192,186
L3mbtl1,9,5,3,5,8,2,2,3,4
L3mbtl2,2480,2589,2363,1466,1299,1523,2536,3006,2530
L3mbtl3,761,744,671,652,660,572,353,376,307
L3mbtl4,2,5,3,3,2,2,3,3,2
LOC100038947,0,0,1,0,0,0,0,0,0
LOC100038987,0,0,0,0,0,0,0,0,0
LOC100038995,0,0,0,0,0,0,0,0,0
LOC100039010,0,0,0,0,0,0,0,0,0
LOC100039029,0,0,0,0,0,0,0,0,0
LOC100041034,0,0,0,0,0,0,0,0,0
LOC100041057,0,0,0,0,0,0,0,0,0
LOC100041504,0,0,0,0,0,0,0,0,0
LOC100041516,0,0,0,0,0,0,0,0,0
LOC100041536,0,0,0,0,0,0,0,0,0
LOC100041593,1,0,0,1,0,2,1,0,0
LOC100041599,0,0,0,0,0,0,0,0,0
LOC100041708,0,1,0,0,0,0,0,1,1
LOC100041712,0,0,0,0,0,0,0,0,0
LOC100041806,0,0,0,0,0,0,0,0,0
LOC100041877,0,0,0,0,0,0,0,0,0
LOC100041903,0,0,0,0,0,0,0,0,0
LOC100043315,0,0,0,0,0,0,0,0,0
LOC100043918,0,0,0,0,0,0,0,0,0
LOC100043921,0,0,0,0,0,0,0,0,0
LOC100044068,562,638,436,920,989,752,930,1079,1233
LOC100044627,3,3,5,1,3,3,4,7,4
LOC100044633,103,114,104,177,172,170,80,108,94
LOC100045026,0,5,2,0,1,0,0,1,0
LOC100048813,0,0,0,0,0,0,0,0,0
LOC100125594,0,0,0,0,0,0,0,0,0
LOC100502592,0,0,0,0,0,0,0,0,0
LOC100503047,17,22,20,21,13,17,23,28,18
LOC100503338,0,0,0,0,0,0,0,0,0
LOC100503594,0,0,0,0,0,0,0,0,0
LOC100503733,0,0,0,0,0,0,0,0,1
LOC100503923,0,0,0,0,0,0,0,0,0
LOC100504039,0,0,0,0,0,0,0,0,0
LOC100504180,1,0,0,0,0,0,1,1,1
LOC100861615,3,2,0,3,0,1,0,0,0
LOC100861691,0,0,0,0,0,0,0,0,0
LOC100861749,0,0,0,0,0,0,0,0,0
LOC100861784,2,2,3,1,0,2,1,1,2
LOC100861913,0,0,0,0,0,0,0,0,0
LOC100861969,0,0,0,0,0,0,0,0,0
LOC100861978,0,0,0,0,0,0,0,0,0
LOC100862043,0,0,0,0,0,0,0,0,0
LOC100862115,0,0,0,0,0,0,0,0,0
LOC100862179,0,0,0,0,0,0,0,0,0
LOC100862180,0,0,0,0,0,0,0,0,0
LOC100862192,0,0,0,0,0,0,0,0,0
LOC100862202,0,0,0,0,0,0,0,0,0
LOC100862220,0,0,0,0,0,0,0,0,0
LOC100862245,0,0,0,0,0,0,0,0,0
LOC100862268,0,0,0,0,0,0,0,0,0
LOC100862324,0,0,0,0,0,0,0,0,0
LOC100862413,0,0,0,0,0,0,0,0,0
LOC100862415,0,0,0,0,0,0,0,0,0
LOC100862433,8223,8637,8829,7068,5896,7038,7520,8617,7105
LOC100862446,17346,18140,18000,19046,16547,17655,13246,16610,13799
LOC100862455,3,3,5,1,3,3,4,7,4
LOC100862456,33,31,37,22,17,21,28,44,36
LOC100862460,0,0,0,0,0,0,0,0,0
LOC100862468,2365,2464,2232,1076,967,1183,2492,2828,2648
LOC100862470,1761,2045,1615,1535,1611,1508,2436,3354,2638
LOC100862473,9,7,6,3,4,3,27,34,49
LOC101055630,0,0,0,0,0,0,0,0,0
LOC101055651,0,0,0,0,0,0,0,1,0
LOC101055656,0,0,0,0,0,0,0,0,0
LOC101055663,0,0,0,0,0,0,0,0,1
LOC101055672,0,0,0,0,0,0,0,0,0
LOC101055676,0,0,0,0,0,0,0,0,0
LOC101055727,0,0,0,0,0,0,0,0,0
LOC101055749,0,0,0,0,0,0,0,0,0
LOC101055754,0,1,0,0,0,0,0,0,0
LOC101055758,1,0,0,0,0,0,0,0,0
LOC101055782,0,0,0,0,0,0,0,0,0
LOC101055864,0,0,0,0,0,0,0,0,0
LOC101055907,60,73,57,92,102,73,77,115,64
LOC101055912,0,0,0,0,0,0,0,0,0
LOC101055915,0,0,0,0,0,0,0,0,0
LOC101055939,4,0,2,0,0,1,6,2,4
LOC101055951,0,0,0,0,0,0,0,0,0
LOC101055953,160,147,133,233,199,223,193,244,207
LOC101055995,0,0,0,0,0,0,0,0,0
LOC101056001,0,0,0,0,0,0,0,0,0
LOC101056014,0,0,0,0,0,0,0,0,0
LOC101056032,2,7,8,17,12,15,16,11,4
LOC101056056,0,0,0,0,0,0,1,0,0
LOC101056073,3,4,3,6,6,6,4,8,2
LOC101056115,3,0,3,3,6,8,1,5,8
LOC101056144,0,0,0,0,0,0,0,0,0
LOC101056159,2,0,0,0,1,0,1,0,1
LOC101056296,860,865,1204,1555,1181,1687,978,3208,1071
LOC101056300,860,865,1204,1555,1181,1687,978,3208,1071
LOC101056308,0,0,0,0,0,0,0,0,0
LOC102631585,0,0,0,0,0,0,0,0,0
LOC102631612,0,0,0,0,0,0,0,0,0
LOC102631676,0,0,0,0,0,0,0,0,0
LOC102631679,0,0,0,0,0,0,0,0,0
LOC102631735,0,0,0,0,0,0,0,0,0
LOC102631757,0,0,0,0,0,0,0,0,0
LOC102631780,0,0,0,0,0,0,0,0,0
LOC102631805,0,0,0,0,0,0,1,0,0
LOC102631912,0,0,0,0,0,0,0,0,0
LOC102631930,0,0,0,0,0,0,0,0,0
LOC102631971,0,0,0,0,0,0,0,0,0
LOC102631977,0,0,0,0,0,0,0,0,0
LOC102631979,0,0,0,0,0,0,0,0,0
LOC102631992,0,0,0,0,0,0,0,0,0
LOC102631993,0,0,0,0,0,0,0,0,0
LOC102632031,0,0,0,0,0,0,0,0,0
LOC102632053,0,0,0,0,0,0,0,0,0
LOC102632102,3,1,1,0,3,1,6,8,2
LOC102632113,0,0,0,0,0,0,0,0,0
LOC102632142,0,0,0,0,0,0,0,0,0
LOC102632156,0,0,0,0,0,0,0,0,0
LOC102632231,0,0,0,0,0,0,0,0,0
LOC102632256,0,0,0,0,0,0,0,0,0
LOC102632292,0,0,0,0,0,0,0,0,0
LOC102632302,0,0,0,0,0,0,0,0,0
LOC102632305,0,0,0,0,0,0,0,0,0
LOC102632357,0,0,0,0,0,0,0,0,0
LOC102632367,0,0,0,0,0,0,0,0,0
LOC102632383,2,5,3,6,5,5,8,16,12
LOC102632415,0,0,0,0,0,0,0,0,0
LOC102632463,0,0,0,0,0,0,0,0,0
LOC102632465,0,0,0,0,0,0,0,0,0
LOC102632493,0,0,0,0,0,0,0,0,0
LOC102632538,0,0,0,0,0,0,0,0,0
LOC102632541,0,0,0,0,0,0,0,0,0
LOC102632594,0,0,0,0,0,0,0,0,0
LOC102632664,0,0,0,0,0,0,0,0,0
LOC102632690,0,0,0,0,0,0,0,0,0
LOC102632739,460,472,465,453,365,385,654,865,649
LOC102632770,0,0,0,0,0,0,0,0,0
LOC102632778,0,0,0,0,0,0,0,0,0
LOC102632821,0,0,0,0,0,0,0,0,0
LOC102632901,0,0,0,0,0,0,0,0,0
LOC102632957,0,0,0,0,0,0,0,0,0
LOC102632990,0,0,0,0,0,0,0,0,0
LOC102633000,0,0,0,0,0,0,0,0,0
LOC102633032,0,0,1,0,0,1,1,3,1
LOC102633149,0,0,0,0,0,0,0,0,0
LOC102633151,0,0,0,0,0,0,0,0,0
LOC102633156,0,0,0,1,0,0,0,0,0
LOC102633190,0,0,0,0,0,0,0,0,0
LOC102633239,0,0,0,0,0,0,0,0,0
LOC102633266,0,0,0,0,0,0,0,0,0
LOC102633274,0,0,0,0,0,0,0,0,0
LOC102633312,0,0,0,0,0,0,0,0,0
LOC102633321,0,0,0,0,0,0,0,0,0
LOC102633322,0,0,0,0,0,0,0,0,0
LOC102633472,0,0,0,0,0,0,0,0,0
LOC102633497,0,0,0,0,0,0,0,0,0
LOC102633576,0,0,0,0,0,0,0,0,0
LOC102633596,0,0,0,0,0,0,0,0,0
LOC102633627,0,0,0,0,0,0,0,0,0
LOC102633643,0,0,0,0,0,0,0,0,0
LOC102633666,0,0,0,0,0,0,0,0,0
LOC102633677,0,0,0,0,0,0,0,0,0
LOC102633705,0,0,0,0,0,0,0,0,0
LOC102633724,0,0,0,0,0,0,0,0,0
LOC102633753,0,0,0,0,0,0,0,0,0
LOC102633783,0,0,0,0,0,0,0,0,0
LOC102633794,0,0,0,0,0,0,0,0,0
LOC102633880,0,0,0,0,0,0,0,0,0
LOC102633930,0,0,0,0,0,0,0,0,0
LOC102634042,0,0,0,0,0,0,0,0,0
LOC102634058,0,0,0,0,0,0,0,0,0
LOC102634078,159,149,156,117,99,108,134,192,99
LOC102634128,0,0,0,0,0,0,0,0,0
LOC102634132,6,6,4,9,5,2,4,9,3
LOC102634217,0,0,0,0,0,0,0,0,0
LOC102634268,0,0,0,0,0,0,0,0,0
LOC102634296,0,0,0,0,0,1,0,1,0
LOC102634300,0,0,0,0,0,0,0,0,0
LOC102634304,0,0,0,0,0,0,0,0,0
LOC102634333,129,119,74,180,183,214,16,37,37
LOC102634340,0,0,0,0,0,0,0,0,0
LOC102634388,0,0,0,0,0,0,0,0,0
LOC102634389,0,0,0,0,0,0,0,0,0
LOC102634429,0,0,0,0,1,0,2,1,1
LOC102634459,0,0,0,0,0,0,0,0,0
LOC102634481,0,0,0,0,0,0,0,0,0
LOC102634483,0,0,0,0,0,0,0,0,0
LOC102634499,0,0,0,0,0,0,0,0,0
LOC102634529,0,0,0,0,0,0,0,0,0
LOC102634533,0,0,0,0,0,0,0,0,0
LOC102634581,0,0,0,0,0,0,0,0,0
LOC102634584,0,0,0,0,0,0,0,0,0
LOC102634683,0,0,0,0,0,0,0,0,0
LOC102634709,0,0,0,0,0,0,0,0,0
LOC102634716,0,0,0,0,0,0,0,0,0
LOC102634730,0,0,0,0,0,0,0,0,0
LOC102634812,0,0,0,0,0,0,0,0,0
LOC102634835,0,0,0,0,0,0,0,0,0
LOC102634852,0,0,0,0,0,0,0,0,0
LOC102634872,0,0,0,0,0,0,0,0,0
LOC102634873,0,0,0,0,0,0,0,0,0
LOC102634900,0,0,0,0,0,0,0,0,0
LOC102634904,0,0,0,0,0,0,0,0,0
LOC102634968,0,0,0,0,0,0,0,0,0
LOC102635048,0,0,0,0,0,0,0,0,0
LOC102635067,0,0,0,0,0,0,0,0,0
LOC102635122,0,0,0,0,0,0,0,0,0
LOC102635133,0,0,0,0,0,0,0,0,0
LOC102635154,0,0,0,0,0,0,0,0,0
LOC102635165,0,0,0,0,0,0,0,0,0
LOC102635169,0,0,0,0,0,0,0,0,0
LOC102635200,0,0,0,0,0,0,0,0,0
LOC102635219,0,0,0,0,0,0,0,0,0
LOC102635252,0,0,0,0,0,0,0,0,0
LOC102635261,0,0,0,0,0,0,0,0,0
LOC102635322,0,0,0,0,0,0,0,0,0
LOC102635409,0,0,0,0,0,0,0,0,0
LOC102635467,0,0,0,0,0,0,0,0,0
LOC102635521,0,0,0,0,0,0,0,0,0
LOC102635527,0,0,0,0,0,0,0,0,0
LOC102635529,0,0,0,0,0,0,0,0,0
LOC102635554,0,0,0,0,0,0,0,0,0
LOC102635566,14,19,19,18,13,15,6,13,16
LOC102635638,0,0,0,0,0,0,0,0,0
LOC102635658,0,0,0,0,0,0,0,0,0
LOC102635659,0,0,0,0,0,0,0,0,0
LOC102635661,4357,4646,4051,6355,5387,5568,3467,4127,3434
LOC102635682,0,0,0,0,0,0,0,0,0
LOC102635707,0,0,0,0,0,0,0,0,0
LOC102635786,0,0,0,0,0,0,0,0,0
LOC102635801,0,0,0,0,0,0,0,0,0
LOC102635844,0,0,0,0,0,0,0,0,0
LOC102635879,4,4,2,9,17,10,4,3,3
LOC102635903,0,0,0,0,0,0,0,0,0
LOC102635912,0,0,0,0,0,0,0,0,0
LOC102635948,0,0,0,0,0,0,0,0,0
LOC102635990,2,4,1,1,2,1,1,2,3
LOC102635992,0,0,0,0,0,0,0,0,0
LOC102636024,0,0,0,0,0,0,0,0,0
LOC102636124,0,0,0,0,0,0,0,0,0
LOC102636160,0,0,0,0,0,0,0,0,0
LOC102636183,0,0,0,0,0,0,0,0,0
LOC102636203,0,0,0,0,0,0,0,0,0
LOC102636299,0,0,0,0,0,0,0,0,0
LOC102636309,0,0,0,0,0,0,0,0,0
LOC102636313,0,0,0,0,0,0,0,0,0
LOC102636338,0,0,0,0,0,0,0,0,0
LOC102636349,0,0,0,0,0,0,0,0,0
LOC102636360,0,0,0,0,0,0,0,0,0
LOC102636367,0,0,0,0,0,0,0,0,0
LOC102636380,0,0,0,0,0,0,0,0,0
LOC102636393,0,0,0,0,0,0,0,0,0
LOC102636406,0,0,0,0,0,0,0,0,0
LOC102636478,0,0,0,0,0,0,0,0,0
LOC102636530,11,20,17,22,15,25,18,30,18
LOC102636558,0,0,0,0,0,0,0,0,0
LOC102636563,0,0,0,0,0,0,0,0,0
LOC102636581,0,0,0,0,0,0,0,0,0
LOC102636590,0,0,0,0,0,0,0,0,0
LOC102636664,0,0,0,0,0,0,0,0,0
LOC102636700,0,0,0,0,0,0,0,0,0
LOC102636733,0,0,0,0,0,0,0,0,0
LOC102636777,0,0,0,0,0,0,0,0,0
LOC102636792,0,0,0,0,0,0,0,0,0
LOC102636795,0,0,0,0,0,0,0,0,0
LOC102636841,0,0,0,0,0,0,0,0,0
LOC102636873,0,0,0,0,0,0,0,0,0
LOC102636907,0,0,0,1,0,1,0,0,1
LOC102636948,0,0,0,0,0,0,0,0,0
LOC102636988,0,0,0,0,0,0,0,0,0
LOC102636989,1,0,0,0,0,0,0,0,1
LOC102637001,0,0,0,0,0,0,0,0,0
LOC102637021,0,0,0,0,0,0,0,0,0
LOC102637070,0,0,0,0,0,0,0,0,0
LOC102637163,0,0,0,0,0,0,0,0,0
LOC102637192,0,0,0,0,0,0,0,0,0
LOC102637278,0,0,0,0,0,0,0,0,0
LOC102637283,0,0,0,0,0,0,0,0,0
LOC102637336,0,0,0,0,0,0,0,0,0
LOC102637354,0,0,0,0,0,0,0,0,0
LOC102637417,0,0,0,0,0,0,0,0,0
LOC102637419,0,0,0,0,0,0,0,0,0
LOC102637491,0,0,0,0,0,0,0,0,0
LOC102637495,0,0,0,0,0,0,0,0,0
LOC102637515,0,0,0,0,0,0,0,0,0
LOC102637542,0,0,0,0,0,0,0,0,0
LOC102637577,0,0,0,0,0,0,0,0,0
LOC102637578,0,0,0,0,0,0,0,0,0
LOC102637615,0,0,0,0,0,0,0,0,0
LOC102637646,0,0,0,0,0,0,0,0,0
LOC102637691,0,0,0,0,0,0,0,0,0
LOC102637720,0,0,0,0,0,0,0,0,0
LOC102637763,0,0,0,0,0,0,0,0,0
LOC102637781,0,0,0,0,0,0,0,0,0
LOC102637792,0,0,0,0,0,0,0,0,0
LOC102637806,0,0,0,0,0,0,0,0,0
LOC102637808,0,0,0,0,0,0,0,0,0
LOC102637814,0,0,0,0,0,0,0,0,0
LOC102637815,0,0,0,0,0,0,0,0,0
LOC102637839,0,0,0,0,1,0,0,0,0
LOC102637854,0,0,0,0,0,0,0,0,0
LOC102637873,0,0,0,0,0,0,0,0,0
LOC102637882,0,0,0,0,0,0,0,0,0
LOC102637912,0,0,0,1,0,0,0,0,0
LOC102637947,1677,1742,1960,1566,1322,1623,2018,2338,2095
LOC102637966,0,0,0,0,0,0,0,0,0
LOC102638002,0,0,0,0,0,0,0,0,0
LOC102638047,0,0,1,0,1,0,1,2,1
LOC102638085,20,30,21,19,16,25,8,18,24
LOC102638116,0,0,0,0,0,0,0,0,0
LOC102638183,1888,1854,1932,1015,892,1091,1744,2085,1641
LOC102638195,0,0,0,0,0,0,0,0,0
LOC102638199,0,0,0,0,0,0,0,0,0
LOC102638255,0,0,0,0,0,0,0,0,0
LOC102638268,6,6,3,3,3,0,7,7,3
LOC102638388,0,0,0,0,0,0,0,0,0
LOC102638389,0,0,0,0,0,0,0,0,0
LOC102638435,0,0,0,0,0,1,1,0,0
LOC102638442,0,0,0,0,0,0,0,0,0
LOC102638448,0,0,0,0,0,0,0,0,0
LOC102638454,0,0,0,0,0,0,0,0,0
LOC102638465,0,0,0,0,0,0,0,0,0
LOC102638466,0,0,0,0,0,0,0,0,0
LOC102638515,24,28,23,28,33,44,8,15,12
LOC102638662,0,0,0,0,0,0,0,0,0
LOC102638670,0,0,0,0,0,0,0,0,0
LOC102638674,0,2,1,1,0,1,1,1,2
LOC102638761,0,0,0,0,0,0,0,0,0
LOC102638785,0,0,0,0,0,0,0,0,0
LOC102638797,0,0,0,0,0,0,0,0,0
LOC102638878,0,0,0,0,0,0,0,0,0
LOC102638888,8,8,9,21,17,21,22,22,15
LOC102638890,1,0,0,1,0,0,1,0,0
LOC102638913,0,0,0,0,0,0,0,0,0
LOC102638940,0,0,0,0,0,0,0,0,0
LOC102638993,0,0,0,0,0,0,0,0,0
LOC102639013,0,0,0,0,0,0,0,0,0
LOC102639021,7,7,7,26,25,16,21,23,21
LOC102639025,0,0,0,0,0,0,0,0,0
LOC102639037,0,0,0,1,2,0,0,0,0
LOC102639040,0,0,0,0,0,0,0,0,0
LOC102639044,0,0,0,0,0,0,0,0,0
LOC102639054,2,0,2,1,0,0,0,2,1
LOC102639076,0,0,0,0,0,0,0,0,0
LOC102639117,0,0,0,0,0,0,0,0,0
LOC102639143,0,0,0,0,0,0,0,0,0
LOC102639173,0,0,0,0,0,0,0,0,0
LOC102639191,0,0,0,0,0,0,0,0,0
LOC102639337,0,0,0,0,0,0,0,0,0
LOC102639356,0,0,0,0,0,0,0,0,0
LOC102639385,0,0,0,0,0,0,0,0,0
LOC102639428,0,0,0,0,0,0,0,0,0
LOC102639433,0,0,0,0,0,0,0,0,0
LOC102639451,0,0,0,0,0,0,0,0,0
LOC102639505,0,0,0,0,0,0,0,0,0
LOC102639518,0,0,0,0,0,0,0,0,0
LOC102639543,4,3,2,3,2,3,4,3,0
LOC102639568,0,0,0,0,0,0,0,0,0
LOC102639645,0,0,0,0,0,0,0,0,0
LOC102639653,0,0,0,1,0,0,0,0,0
LOC102639672,0,0,0,0,0,0,0,0,0
LOC102639683,0,0,0,0,0,0,0,0,0
LOC102639700,26,33,28,62,62,59,54,74,64
LOC102639719,0,0,0,0,0,0,0,0,0
LOC102639758,0,0,0,0,0,0,0,0,0
LOC102639762,0,0,0,0,0,0,0,0,0
LOC102639794,0,0,0,0,0,0,0,0,0
LOC102639814,0,0,0,0,0,0,0,0,0
LOC102639847,0,0,0,0,0,0,0,0,0
LOC102639882,0,0,0,0,0,0,0,0,0
LOC102639888,0,0,0,0,0,0,0,0,0
LOC102639950,0,0,0,0,0,0,0,0,0
LOC102639958,0,0,0,0,0,0,0,0,0
LOC102639979,0,0,0,0,0,0,0,0,0
LOC102639982,0,0,0,0,0,0,0,0,0
LOC102639987,0,0,0,0,0,0,0,0,0
LOC102640024,1065,1101,1024,1371,1312,1121,947,1400,995
LOC102640035,0,0,0,0,0,0,0,0,0
LOC102640042,0,0,0,0,0,0,0,0,0
LOC102640059,0,0,0,0,0,0,0,0,0
LOC102640133,0,0,0,0,0,0,0,0,0
LOC102640199,0,0,0,0,0,0,0,0,0
LOC102640241,0,0,0,0,0,0,0,0,0
LOC102640250,0,0,0,0,0,0,0,0,0
LOC102640292,0,0,0,0,0,0,0,0,0
LOC102640295,0,0,0,0,0,0,0,0,0
LOC102640325,0,0,0,0,0,0,0,0,0
LOC102640328,0,0,0,0,0,0,0,0,0
LOC102640344,0,0,0,0,0,0,0,0,0
LOC102640399,0,0,0,0,0,0,0,0,0
LOC102640451,0,0,0,0,0,0,0,0,0
LOC102640468,0,0,0,0,0,0,0,0,0
LOC102640469,0,0,0,0,0,0,0,0,0
LOC102640500,0,0,0,0,0,0,0,0,0
LOC102640520,0,0,0,0,0,0,0,0,0
LOC102640526,0,0,0,0,0,0,0,0,0
LOC102640586,2,0,0,5,5,4,3,5,5
LOC102640673,85,107,80,74,80,75,70,110,98
LOC102640693,0,0,0,0,0,0,0,0,0
LOC102640754,0,0,0,0,0,0,0,0,0
LOC102640771,0,0,0,0,0,0,0,0,0
LOC102640811,0,0,0,0,0,0,0,0,0
LOC102640882,0,0,0,0,0,0,0,0,0
LOC102640923,0,0,0,0,0,0,0,0,0
LOC102640955,0,0,0,0,0,0,0,0,0
LOC102640957,0,0,0,0,0,0,0,0,0
LOC102640985,0,0,0,0,0,0,0,0,0
LOC102641016,0,0,0,0,0,0,0,0,0
LOC102641018,0,0,0,0,0,0,0,0,0
LOC102641027,0,0,0,0,0,0,0,0,0
LOC102641028,9,10,15,8,8,15,9,10,11
LOC102641029,0,0,0,0,0,0,0,0,0
LOC102641031,16,19,13,7,9,7,76,83,112
LOC102641034,0,0,0,0,0,0,0,0,0
LOC102641037,0,0,0,0,0,0,0,0,0
LOC102641065,0,0,0,0,0,0,0,0,0
LOC102641079,0,0,0,0,0,0,0,0,0
LOC102641086,33,31,37,22,17,21,28,44,36
LOC102641098,0,0,0,0,0,0,0,0,0
LOC102641100,0,0,0,0,0,0,0,0,0
LOC102641351,0,0,0,0,0,0,0,0,0
LOC102641483,0,0,0,0,0,0,0,0,0
LOC102641621,0,0,0,0,0,0,0,0,0
LOC102641980,0,0,0,0,0,0,0,0,0
LOC102642034,0,0,0,0,0,0,0,0,0
LOC102642038,0,0,0,0,0,0,0,0,0
LOC102642215,0,0,0,0,0,0,0,0,0
LOC102642386,1,5,2,5,6,2,4,4,3
LOC102642435,0,0,0,0,0,0,0,0,0
LOC102642832,0,0,0,0,0,0,0,0,0
LOC102643083,0,0,0,0,0,0,0,0,0
LOC102643247,0,0,0,0,0,0,0,0,0
LOC105242401,0,0,0,0,0,0,0,0,0
LOC105242405,0,0,0,0,0,0,0,0,0
LOC105242408,0,0,0,0,0,0,0,0,0
LOC105242409,0,0,0,0,0,0,0,0,0
LOC105242410,0,0,0,0,0,0,0,0,0
LOC105242417,0,0,0,0,0,0,0,1,0
LOC105242421,0,0,0,0,0,0,0,0,0
LOC105242429,0,0,0,0,0,0,0,0,0
LOC105242437,0,0,0,0,0,0,0,0,0
LOC105242438,0,0,0,0,0,0,0,0,0
LOC105242442,0,0,0,0,0,0,0,0,0
LOC105242449,0,0,0,0,0,0,0,0,0
LOC105242453,0,1,0,1,1,0,2,2,2
LOC105242472,1,0,0,0,0,0,1,1,1
LOC105242541,0,0,0,0,0,0,0,0,0
LOC105242569,0,0,0,0,0,0,0,0,0
LOC105242581,0,0,0,0,0,0,0,0,0
LOC105242595,0,0,0,0,0,0,0,0,0
LOC105242621,0,0,0,0,0,0,0,0,0
LOC105242680,0,0,0,0,0,0,0,0,0
LOC105242701,0,0,0,0,0,0,0,0,0
LOC105242736,698,759,654,900,877,799,638,836,660
LOC105242790,0,0,0,0,0,0,0,0,0
LOC105242798,0,0,0,0,0,0,0,0,0
LOC105242800,0,0,0,0,0,0,0,0,0
LOC105242826,0,0,0,0,0,0,0,0,0
LOC105242840,0,0,0,0,0,0,0,0,0
LOC105242891,0,0,0,0,0,0,0,0,0
LOC105242920,0,0,0,0,0,0,0,0,0
LOC105243004,0,0,0,0,0,0,0,0,0
LOC105243053,0,0,0,0,0,0,0,0,0
LOC105243090,0,0,0,0,0,0,0,0,0
LOC105243101,0,0,0,0,0,0,0,0,0
LOC105243125,0,0,0,0,0,0,0,0,0
LOC105243127,0,0,0,0,0,0,0,0,0
LOC105243139,0,0,0,0,0,0,0,0,0
LOC105243194,0,0,0,0,0,0,0,0,0
LOC105243207,0,0,0,0,0,0,0,0,0
LOC105243223,0,0,0,0,0,0,0,0,0
LOC105243233,0,0,0,0,0,0,0,0,0
LOC105243269,0,0,0,0,0,0,0,0,0
LOC105243282,0,0,0,0,0,0,0,0,0
LOC105243300,0,0,0,0,0,0,0,0,0
LOC105243337,0,0,0,0,0,0,0,0,0
LOC105243374,0,0,0,0,0,0,0,0,0
LOC105243453,0,0,0,0,0,0,0,0,0
LOC105243544,0,0,0,0,0,0,0,0,0
LOC105243551,0,0,0,0,0,0,0,0,0
LOC105243553,0,0,0,0,0,0,0,0,0
LOC105243573,0,0,0,0,0,0,0,0,0
LOC105243595,0,0,0,0,0,0,0,0,0
LOC105243599,0,0,0,0,0,0,0,0,0
LOC105243655,0,0,0,0,0,0,0,0,0
LOC105243665,0,0,0,0,0,0,0,0,0
LOC105243701,0,0,0,0,0,0,0,0,0
LOC105243785,0,0,0,0,0,0,0,0,0
LOC105243866,0,0,0,0,0,0,0,0,0
LOC105243927,0,0,0,0,0,0,0,0,0
LOC105243939,0,0,0,0,0,0,0,0,0
LOC105243964,0,0,0,0,0,0,0,0,0
LOC105243968,0,0,0,0,0,0,0,0,0
LOC105244007,0,0,0,0,0,0,0,0,0
LOC105244034,0,0,0,0,1,0,1,0,0
LOC105244059,0,0,0,0,0,0,0,0,0
LOC105244085,0,0,0,0,0,0,0,0,0
LOC105244102,0,0,0,0,0,0,0,0,0
LOC105244124,0,0,0,0,0,0,0,0,0
LOC105244150,60,66,46,35,26,44,62,49,58
LOC105244151,0,0,0,0,0,0,0,0,0
LOC105244158,0,0,0,0,0,0,0,0,0
LOC105244164,0,0,0,0,0,0,0,0,0
LOC105244170,0,0,0,0,0,0,0,0,0
LOC105244193,0,0,0,0,0,0,0,0,0
LOC105244195,0,0,0,0,0,0,0,0,0
LOC105244208,13942,14497,14011,11303,9825,11319,15995,19006,15584
LOC105244237,0,0,0,0,0,0,0,0,0
LOC105244251,0,0,0,0,0,0,0,0,0
LOC105244259,0,0,0,0,0,0,0,0,0
LOC105244333,0,0,0,0,0,0,0,0,0
LOC105244345,637,663,693,641,569,662,799,939,758
LOC105244398,0,0,0,0,0,0,0,0,0
LOC105244402,12,11,8,12,14,9,5,14,8
LOC105244413,54,61,49,126,108,119,64,56,68
LOC105244416,0,0,0,0,0,0,0,0,0
LOC105244433,0,0,0,0,0,0,0,0,0
LOC105244467,0,0,0,0,0,0,0,0,0
LOC105244486,0,0,0,0,0,0,0,0,0
LOC105244487,0,0,0,0,0,0,0,0,0
LOC105244530,0,0,0,0,0,0,0,0,0
LOC105244648,0,0,0,0,0,0,0,0,0
LOC105244649,0,0,0,0,0,0,0,0,0
LOC105244657,0,0,0,0,0,0,0,0,0
LOC105244659,0,0,0,0,0,0,0,0,0
LOC105244677,0,0,0,0,0,0,0,0,0
LOC105244698,0,0,0,0,0,0,0,0,0
LOC105244708,0,0,0,0,0,0,0,0,0
LOC105244755,0,0,0,0,0,0,0,0,0
